商品,类型,物料名称,物料编码,消耗数量,单位,物料单价,行成本,适用渠道,ERPNext新单价,基价(两位),适用税率%,ERP_UOM,基价(原始)
饱足感满满 3,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感满满 3,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感满满 3,single,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
饱足感满满 3,single,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
饱足感满满 3,single,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感满满 6,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
饱足感满满 6,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
饱足感满满 6,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
饱足感满满 6,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感满满 6,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
饱足感满满 6,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
饱足感满满 6,combo,鸡腿,FR01003,1.0,pc,6.90000045,6.90000045,通用,6.90000045,6.57,0.0,pc,6.571429
饱足感满满 6,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感满满 6,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感满满 6,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感满满 6,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感满满 6,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足感满满 6,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足感满满 6,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足感满满 7,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
饱足感满满 7,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
饱足感满满 7,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
饱足感满满 7,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感满满 7,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
饱足感满满 7,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
饱足感满满 7,combo,鸡腿,FR01003,1.0,pc,6.90000045,6.90000045,通用,6.90000045,6.57,0.0,pc,6.571429
饱足感满满 7,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感满满 7,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感满满 7,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感满满 7,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感满满 7,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足感满满 7,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足感满满 7,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足感满满 7 原价,combo,翅中,FR01005,2.0,pc,4.61311515,9.2262303,通用,4.61311515,4.39,0.0,pc,4.393443
饱足感满满 7 原价,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感满满 7 原价,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感满满 7 原价,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感满满 7 原价,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感满满 7 原价,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足感满满 7 原价,combo,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
饱足感满满 7 原价,combo,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
饱足感满满 7 原价,combo,炸鸡炸粉,DR02002,50.0,g,0.0183504996255,0.9175249812749999,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感满满 7 原价,combo,腌泡粉,SE01001,9.0,g,0.101115,0.9100349999999999,通用,0.101115,0.09,7.0,g,0.09
饱足感满满 7 原价,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱足感满满 7 原价,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足感满满 7 原价,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足感满满 7 原价,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
饱足感满满 7 原价,combo,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感满满 7 原价,combo,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
饱足感满满 7 原价,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
饱足感满满 7 原价,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
饱足感满满 7 原价,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
饱足感满满 7 原价,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
饱足感满满 7 原价,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
饱足感满满 7 原价,combo,餐巾纸,GE99003,1.0,pc,0.0894914566245,0.0894914566245,通用,0.0894914566245,0.08,7.0,pc,0.079654167
饱足挖掘6-香辣酥脆鸡,single,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
饱足挖掘6-香辣酥脆鸡,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足挖掘6-香辣酥脆鸡,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足挖掘6-香辣酥脆鸡,single,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
饱足挖掘6-香辣酥脆鸡,single,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足挖掘6-香辣酥脆鸡,single,手套,PA99023,1.0,pc,0.07864500000000002,0.07864500000000002,外卖,0.07864500000000002,0.07,7.0,pc,0.07
饱足挖掘6-香辣酥脆鸡,single,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
饱足挖掘6-香辣酥脆鸡,single,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
饱足挖掘6-香辣酥脆鸡,single,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
饱足挖掘6-香辣酥脆鸡,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足挖掘6-香辣酥脆鸡,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足挖掘6-香辣酥脆鸡,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足挖掘6-香辣酥脆鸡,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足挖掘6-香辣酥脆鸡,single,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
饱足搭档,combo,百事可乐原味,BE01004,50.0,g,0.24717,12.3585,通用,0.24717,0.22,7.0,g,0.22
饱足搭档,combo,PLA尖头吸管,PA99024,2.0,pc,0.213465,0.42693,通用,0.213465,0.19,7.0,pc,0.19
饱足搭档,combo,哑光塑料封口膜,PA99027,2.0,pc,0.08988000000000002,0.17976000000000003,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足搭档,combo,16A 冷杯,PA99001,2.0,pc,0.7190400000000001,1.4380800000000002,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足搭档,combo,单杯袋,PA99020,2.0,pc,0.20223,0.40446,外卖,0.20223,0.18,7.0,pc,0.18
饱足搭档,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
饱足搭档,combo,J起酥油,DR02001,60.0,g,0.04954635,2.9727810000000003,通用,0.04954635,0.04,7.0,g,0.0441
饱足搭档,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
饱足搭档,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
饱足搭档,combo,番茄酱（小包）,SA01013,2.0,pc,0.42693,0.85386,外卖,0.42693,0.38,7.0,pc,0.38
饱足搭档,combo,辣椒酱（小包）,SA01010,2.0,pc,0.47187,0.94374,外卖,0.47187,0.42,7.0,pc,0.42
饱足搭档,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
饱足搭档,combo,番茄酱（大包）,SA01009,15.0,g,0.02595285,0.38929274999999997,堂食,0.02595285,0.02,7.0,g,0.0231
饱足搭档,combo,甜辣酱（大包）,SA01001,15.0,g,0.033705,0.505575,堂食,0.033705,0.03,7.0,g,0.03
饱足搭档,combo,五合一汉堡纸,PA99017,2.0,pc,0.24717,0.49434,通用,0.24717,0.22,7.0,pc,0.22
饱足搭档,combo,炸鸡炸粉,DR02002,60.0,g,0.0183504996255,1.1010299775299999,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足搭档,combo,无骨方腿腿肉汉堡用,FR01001,2.0,pc,18.9,37.8,通用,18.9,18.0,0.0,pc,18.0
饱足搭档,combo,汉堡面包,DR01001,2.0,pc,5.246745000000001,10.493490000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
饱足搭档,combo,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
饱足搭档,combo,沙拉酱,SA02001,30.0,g,0.06741,2.0223,通用,0.06741,0.06,7.0,g,0.06
饱足搭档,combo,生菜,VE00004,30.0,g,0.08715,2.6145,通用,0.08715,0.08,0.0,g,0.083
饱足搭档,combo,餐巾纸,GE99003,2.0,pc,0.0894914566245,0.178982913249,通用,0.0894914566245,0.08,7.0,pc,0.079654167
饱足搭档,combo,鸡块,CK01002,5.0,pc,2.944028388,14.72014194,通用,2.944028388,2.62,7.0,pc,2.620408
饱足搭档,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱足搭档,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
饱足超值 1,single,肉丁（原味米花）,CK02004,12.0,pc,1.292025,15.5043,通用,1.292025,1.15,7.0,pc,1.15
饱足超值 1,single,黄瓜片,MK01020,20.0,g,0.063,1.26,通用,0.063,0.06,0.0,g,0.06
饱足超值 1,single,酱料盒（堂食）,PA01006,1.0,pc,0.1378128792915,0.1378128792915,堂食,0.1378128792915,0.12,7.0,pc,0.122663889
饱足超值 1,single,塑料叉勺 100pcs*20pack,PA02001,1.0,pc,0.69657,0.69657,通用,0.69657,0.62,7.0,pc,0.62
饱足超值 1,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足超值 1,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足超值 1,single,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足超值 1,single,香米,DR01002,70.0,g,0.02247,1.5729,通用,0.02247,0.02,7.0,g,0.02
饱足超值 1,single,香辣蘸料,MK01016,40.0,g,0.1052413087845,4.20965235138,通用,0.1052413087845,0.09,7.0,g,0.093672727
饱足超值 1,single,塑料碗盒（方盒）,PA01002,1.0,pc,3.66261,3.66261,通用,3.66261,3.26,7.0,pc,3.26
饱足超值 1,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足超值 1,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足超值 1,single,鸡棒,CK02003,3.0,pc,2.177799141,6.533397423,通用,2.177799141,1.94,7.0,pc,1.938406
饱足超值 1,single,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
饱足超值 1,single,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
饱足超值 1,single,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
饱足超值4,combo,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
饱足超值4,combo,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足超值4,combo,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足超值4,combo,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
饱足超值4,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱足超值4,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足超值4,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足超值4,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
饱足超值4,combo,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
饱足超值4,combo,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
饱足超值4,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足超值4,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足超值4,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足超值4,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足超值4,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足超值4,combo,鸡棒,CK02003,1.0,pc,2.177799141,2.177799141,通用,2.177799141,1.94,7.0,pc,1.938406
饱餐5种菜单组合,single,4#全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
饱餐5种菜单组合,single,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
饱餐5种菜单组合,single,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
饱餐5种菜单组合,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱餐5种菜单组合,single,翅根,FR01004,3.0,pc,4.7108103,14.132430900000001,通用,4.7108103,4.49,0.0,pc,4.486486
饱餐5种菜单组合,single,打包袋 (小号),PA99018,1.0,pc,0.3595200000000001,0.3595200000000001,外卖,0.3595200000000001,0.32,7.0,pc,0.32
饱餐5种菜单组合,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱餐5种菜单组合,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱餐5种菜单组合,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱餐5种菜单组合,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱餐5种菜单组合,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱餐5种菜单组合,single,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
香肠 0฿,single,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
香肠 0฿,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
香肠 0฿,single,肉好多烤肠（鸡肉）,CK01003,8.0,pc,3.042812125500001,24.34249700400001,通用,3.042812125500001,2.71,7.0,pc,2.708333
香肠 0฿,single,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
香肠 0฿,single,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
香脆全鸡,single,整鸡,CK01001,1.0,pc,63.0,63.0,通用,63.0,60.0,0.0,pc,60.0
香脆全鸡,single,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
香脆全鸡,single,炸鸡炸粉,DR02002,50.0,g,0.0183504996255,0.9175249812749999,通用,0.0183504996255,0.02,7.0,g,0.016333333
香脆全鸡,single,腌泡粉,SE01001,20.0,g,0.101115,2.0223,通用,0.101115,0.09,7.0,g,0.09
香脆全鸡,single,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
香脆全鸡,single,全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
香脆全鸡,single,番茄酱（小包）,SA01013,3.0,pc,0.42693,1.2807899999999999,外卖,0.42693,0.38,7.0,pc,0.38
香脆全鸡,single,辣椒酱（小包）,SA01010,3.0,pc,0.47187,1.41561,外卖,0.47187,0.42,7.0,pc,0.42
香脆全鸡,single,番茄酱（大包）,SA01009,20.0,g,0.02595285,0.519057,堂食,0.02595285,0.02,7.0,g,0.0231
香脆全鸡,single,甜辣酱（大包）,SA01001,20.0,g,0.033705,0.6740999999999999,堂食,0.033705,0.03,7.0,g,0.03
香脆鸡翅,single,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
香脆鸡翅,single,炸鸡炸粉,DR02002,30.0,g,0.0183504996255,0.5505149887649999,通用,0.0183504996255,0.02,7.0,g,0.016333333
香脆鸡翅,single,辣味粉,SE05002,3.0,g,0.146055,0.43816499999999997,通用,0.146055,0.13,7.0,g,0.13
香脆鸡翅,single,翅根,FR01004,1.0,pc,4.7108103,4.7108103,通用,4.7108103,4.49,0.0,pc,4.486486
香脆鸡翅,single,翅中,FR01005,1.0,pc,4.61311515,4.61311515,通用,4.61311515,4.39,0.0,pc,4.393443
香脆鸡翅,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
香脆鸡翅,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
香脆鸡翅,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
香脆鸡翅,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
香脆鸡翅,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
香脆鸡翅,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
香脆鸡腿,single,鸡腿drumstick,FR01003,1.0,pc,6.90000045,6.90000045,通用,6.90000045,6.57,0.0,pc,6.571429
香脆鸡腿,single,4#全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
香脆鸡腿,single,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
香脆鸡腿,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
香脆鸡腿,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
香脆鸡腿,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
香脆鸡腿,single,手套,PA99023,1.0,pc,0.07864500000000002,0.07864500000000002,外卖,0.07864500000000002,0.07,7.0,pc,0.07
香脆鸡腿,single,打包袋 (小号),PA99018,1.0,pc,0.3595200000000001,0.3595200000000001,外卖,0.3595200000000001,0.32,7.0,pc,0.32
香脆鸡腿,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
香脆鸡腿,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
香脆鸡腿,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
香草冰淇凌,single,蛋筒冰淇淋,DE01001,1.0,pc,2.13465,2.13465,通用,2.13465,1.9,7.0,pc,1.9
香草冰淇凌,single,冰淇淋预伴粉香草,DE03002,20.0,g,0.213465,4.269299999999999,通用,0.213465,0.19,7.0,g,0.19
香草冰淇凌,single,冰淇淋紙套,SP01001,1.0,pc,0.78645,0.78645,通用,0.78645,0.7,7.0,pc,0.7
香草冰淇淋甜筒,single,冰淇淋紙套,SP01001,1.0,pc,0.78645,0.78645,通用,0.78645,0.7,7.0,pc,0.7
香草冰淇淋甜筒,single,冰淇淋预伴粉香草,DE03002,14.0,g,0.213465,2.9885099999999998,通用,0.213465,0.19,7.0,g,0.19
香草冰淇淋甜筒,single,威化筒,DE01001,1.0,pc,2.13465,2.13465,通用,2.13465,1.9,7.0,pc,1.9
香辣汉堡套餐,combo,打包袋 (大号),PA99019,1.0,pc,0.7078050000000001,0.7078050000000001,外卖,0.7078050000000001,0.63,7.0,pc,0.63
香辣汉堡套餐,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
香辣汉堡套餐,combo,食安封签,PA99034,1.0,pc,0.07864500000000002,0.07864500000000002,通用,0.07864500000000002,0.07,7.0,pc,0.07
香辣汉堡套餐,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
香辣汉堡套餐,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
香辣汉堡套餐,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
香辣汉堡套餐,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
香辣汉堡套餐,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
香辣汉堡套餐,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
香辣汉堡套餐,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
香辣汉堡套餐,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
香辣汉堡套餐,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
香辣汉堡套餐,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
香辣汉堡套餐,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
香辣汉堡套餐,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
