商品名称,物品编号,物品名称,单耗,单位
年终外卖套4,SA01002,番茄酱（大包）,10.0,pc
年终外卖套4,CK01002,鸡块,5.0,pc
年终外卖套4,PA99006,中薯盒,1.0,pc
年终外卖套4,FR02001,薯条细款7mm,150.0,pc
年终外卖套4,DR06002,盐,1.0,pc
年终外卖套4,PA99001,16A 冷杯,2.0,pc
年终外卖套4,BE01004,百事可乐原味,50.0,pc
年终外卖套4,PA99024,PLA尖头吸管,2.0,pc
快乐套餐10（TH),PA99008,4#全鸡袋,1.0,pc
快乐套餐10（TH),PA99025,一次性餐包,1.0,pc
快乐套餐10（TH),DR02001,起酥油,10.0,pc
快乐套餐10（TH),FR01004,翅根,8.0,pc
快乐套餐10（TH),SE05001,BBQ酱,10.0,pc
快乐套餐11（TH),PA99008,4#全鸡袋,1.0,pc
快乐套餐11（TH),PA99025,一次性餐包,1.0,pc
快乐套餐11（TH),CK01002,鸡块,3.0,pc
快乐套餐11（TH),SA01003,甜辣酱（小包）,1.0,pc
快乐套餐11（TH),DR02001,起酥油,10.0,pc
快乐套餐11（TH),SA01004,番茄酱 （小包）,1.0,pc
快乐套餐11（TH),FR05001,十块鸡,2.0,pc
快乐套餐11（TH),SE05001,BBQ酱,10.0,pc
快乐套餐11（TH),SE01001,腌泡粉,10.0,pc
快乐套餐12（TH),PA99025,一次性餐包,1.0,pc
快乐套餐12（TH),PA99012,小号方底袋,1.0,pc
快乐套餐12（TH),PA99026,木勺,1.0,pc
快乐套餐12（TH),PA01007,玉米杯,1.0,pc
快乐套餐12（TH),PA99018,打包袋 (小号),1.0,pc
快乐套餐12（TH),MK01003,玉米粒,120.0,pc
快乐套餐12（TH),PA01008,玉米杯盖,1.0,pc
快乐套餐12（TH),DR02001,起酥油,10.0,pc
快乐套餐12（TH),SE01001,腌泡粉,10.0,pc
快乐套餐12（TH),SA01013,番茄酱（小包）,1.0,pc
快乐套餐12（TH),SA01010,辣椒酱（小包）,1.0,pc
快乐套餐12（TH),PA99013,小纸袋,1.0,pc
快乐套餐12（TH),FR05001,十块鸡,2.0,pc
快乐套餐12（TH),PA99008,4#全鸡袋,1.0,pc
快乐套餐12（TH),SE05002,辣味粉,10.0,pc
快乐套餐12（TH),SE05001,BBQ酱,10.0,pc
快乐套餐13（TH),PA99008,4#全鸡袋,1.0,pc
快乐套餐13（TH),PA99025,一次性餐包,1.0,pc
快乐套餐13（TH),DR02001,起酥油,10.0,pc
快乐套餐13（TH),FR01004,翅根,3.0,pc
快乐套餐13（TH),SE05001,BBQ酱,10.0,pc
快乐套餐13（TH),SE01001,腌泡粉,10.0,pc
快乐套餐13（TH),SA01013,番茄酱（小包）,1.0,pc
快乐套餐13（TH),SA01010,辣椒酱（小包）,1.0,pc
快乐套餐13（TH),FR05001,十块鸡,3.0,pc
快乐套餐13（TH),PA99020,单杯袋,1.0,pc
快乐套餐13（TH),PA99001,16A 冷杯,1.0,pc
快乐套餐13（TH),BE01004,百事可乐原味,25.0,pc
快乐套餐13（TH),PA99024,PLA尖头吸管,1.0,pc
快乐套餐13（TH),PA99027,哑光塑料封口膜,1.0,pc
快乐套餐7（TH),PA99025,一次性餐包,1.0,pc
快乐套餐7（TH),DR02001,起酥油,10.0,pc
快乐套餐7（TH),PA99023,手套,1.0,pc
快乐套餐7（TH),FR01004,翅根,2.0,pc
快乐套餐7（TH),FR05001,十块鸡,2.0,pc
快乐套餐7（TH),PA99018,打包袋 (小号),7.0,pc
快乐套餐7（TH),DR02002,炸鸡炸粉,10.0,pc
快乐套餐7（TH),SE01001,腌泡粉,10.0,pc
快乐套餐7（TH),SA01013,番茄酱（小包）,1.0,pc
快乐套餐7（TH),SA01010,辣椒酱（小包）,1.0,pc
快乐套餐7（TH),PA99013,小纸袋,1.0,pc
快乐套餐7（TH),CK01002,鸡块,4.0,pc
快乐套餐7（TH),SA01003,甜辣酱（小包）,1.0,pc
快乐套餐7（TH),PA99012,小号方底袋,1.0,pc
快乐套餐7（TH),SA01004,番茄酱 （小包）,1.0,pc
快乐套餐8（TH),DR02001,起酥油,10.0,pc
快乐套餐8（TH),SE01001,腌泡粉,10.0,pc
快乐套餐8（TH),SA01013,番茄酱（小包）,1.0,pc
快乐套餐8（TH),SA01010,辣椒酱（小包）,1.0,pc
快乐套餐8（TH),FR05001,十块鸡,2.0,pc
快乐套餐8（TH),PA99025,一次性餐包,1.0,pc
快乐套餐8（TH),PA99023,手套,1.0,pc
快乐套餐8（TH),SE05001,BBQ酱,10.0,pc
快乐套餐8（TH),PA99020,单杯袋,1.0,pc
快乐套餐8（TH),PA99001,16A 冷杯,1.0,pc
快乐套餐8（TH),BE01004,百事可乐原味,25.0,pc
快乐套餐8（TH),PA99024,PLA尖头吸管,1.0,pc
快乐套餐8（TH),PA99027,哑光塑料封口膜,1.0,pc
快乐套餐9（TH),FR02001,薯条细款7mm,150.0,pc
快乐套餐9（TH),DR02001,起酥油,10.0,pc
快乐套餐9（TH),PA99018,打包袋 (小号),1.0,pc
快乐套餐9（TH),SA01013,番茄酱（小包）,1.0,pc
快乐套餐9（TH),SA01010,辣椒酱（小包）,1.0,pc
快乐套餐9（TH),PA99005,外卖筒形薯盒,1.0,pc
快乐套餐9（TH),DR06002,盐,1.0,pc
快乐套餐9（TH),SE01001,腌泡粉,10.0,pc
快乐套餐9（TH),DR02002,炸鸡炸粉,10.0,pc
快乐套餐9（TH),PA99013,小纸袋,1.0,pc
快乐套餐9（TH),FR05001,十块鸡,1.0,pc
快乐套餐9（TH),PA99025,一次性餐包,1.0,pc
快乐套餐9（TH),SE05001,BBQ酱,10.0,pc
快乐套餐9（TH),PA99020,单杯袋,1.0,pc
快乐套餐9（TH),PA99001,16A 冷杯,1.0,pc
快乐套餐9（TH),BE01004,百事可乐原味,25.0,pc
快乐套餐9（TH),PA99024,PLA尖头吸管,1.0,pc
快乐套餐9（TH),PA99027,哑光塑料封口膜,1.0,pc
手枪腿饭,MK01020,黄瓜片,20.0,g
手枪腿饭,SE05002,辣味粉,5.0,g
手枪腿饭,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
手枪腿饭,DR01002,香米,150.0,g
手枪腿饭,MK01016,香辣蘸料,40.0,g
手枪腿饭,PA01002,塑料碗盒（方盒）,1.0,pc
手枪腿饭,SE05001,BBQ酱,15.0,g
手枪腿饭,FR01002,手枪腿,1.0,pc
新饮品套餐1,CK02004,肉丁（原味米花）,12.0,pc
新饮品套餐1,PA99003,鸡米花盒,1.0,pc
新饮品套餐1,DR02001,起酥油,10.0,pc
新饮品套餐1,SA01001,甜辣酱（大包）,10.0,pc
新饮品套餐1,PA99016,托盘纸,1.0,pc
新饮品套餐1,SA01002,番茄酱（大包）,10.0,pc
新饮品套餐1,PA99001,16A 冷杯,1.0,pc
新饮品套餐1,BE01004,百事可乐原味,25.0,pc
新饮品套餐1,PA99024,PLA尖头吸管,1.0,pc
新饮品套餐3,BE02003,酸芒果味粉,12.0,pc
新饮品套餐3,PA99024,PLA尖头吸管,1.0,pc
新饮品套餐3,PA99015,500PP杯（U型）,1.0,pc
新饮品套餐3,PA99027,哑光塑料封口膜,1.0,pc
新饮品套餐3,SA02001,沙拉酱,15.0,pc
新饮品套餐3,SE05002,辣味粉,10.0,pc
新饮品套餐3,PA99017,五合一汉堡纸,1.0,pc
新饮品套餐3,DR02001,起酥油,10.0,pc
新饮品套餐3,PA99023,手套,1.0,pc
新饮品套餐3,FR01001,无骨方腿腿肉汉堡用,1.0,pc
新饮品套餐3,DR02002,炸鸡炸粉,10.0,pc
新饮品套餐3,SA01008,辣椒酱（大包）,10.0,pc
新饮品套餐3,SA01009,番茄酱（大包）,10.0,pc
新饮品套餐3,MK01019,生菜,15.0,pc
新饮品套餐3,PA99016,托盘纸,1.0,pc
新饮品套餐3,PA99004,65oz 桶(含盖),1.0,pc
新饮品套餐3,FR01004,翅根,8.0,pc
新饮品套餐4,PA99015,500PP杯（U型）,1.0,pc
新饮品套餐4,BE02003,酸芒果味粉,12.0,pc
新饮品套餐4,PA99024,PLA尖头吸管,1.0,pc
新饮品套餐4,PA99027,哑光塑料封口膜,1.0,pc
新饮品套餐4,CK02004,肉丁（原味米花）,12.0,pc
新饮品套餐4,PA99003,鸡米花盒,1.0,pc
新饮品套餐4,DR02001,起酥油,10.0,pc
新饮品套餐4,SA01008,辣椒酱（大包）,10.0,pc
新饮品套餐4,SA01009,番茄酱（大包）,10.0,pc
新饮品套餐4,PA99016,托盘纸,1.0,pc
新饮品套餐4,SA02001,沙拉酱,15.0,pc
新饮品套餐4,SE05002,辣味粉,10.0,pc
新饮品套餐4,PA99017,五合一汉堡纸,1.0,pc
新饮品套餐4,PA99023,手套,1.0,pc
新饮品套餐4,FR01001,无骨方腿腿肉汉堡用,1.0,pc
新饮品套餐4,DR01001,汉堡面包,1.0,pc
新饮品套餐4,DR02002,炸鸡炸粉,15.0,pc
新饮品套餐4,MK01019,生菜,15.0,pc
新饮品套餐6,PA99015,500PP杯（U型）,1.0,pc
新饮品套餐6,PA99024,PLA尖头吸管,1.0,pc
新饮品套餐6,PA99027,哑光塑料封口膜,1.0,pc
新饮品套餐6,SA02001,沙拉酱,30.0,pc
新饮品套餐6,PA99017,五合一汉堡纸,2.0,pc
新饮品套餐6,FR03001,8寸面饼,1.0,pc
新饮品套餐6,SA01009,番茄酱（大包）,10.0,pc
新饮品套餐6,BE02003,酸芒果味粉,12.0,pc
新饮品套餐6,MK01019,生菜,30.0,pc
新饮品套餐6,PA99016,托盘纸,1.0,pc
新饮品套餐6,SE05002,辣味粉,10.0,pc
新饮品套餐6,DR02001,起酥油,10.0,pc
新饮品套餐6,PA99023,手套,1.0,pc
新饮品套餐6,FR01001,无骨方腿腿肉汉堡用,2.0,pc
新饮品套餐6,DR02002,炸鸡炸粉,10.0,pc
新饮品套餐6,SA01008,辣椒酱（大包）,10.0,pc
新饮品套餐6,PA99006,中薯盒,1.0,pc
新饮品套餐6,FR02001,薯条细款7mm,150.0,pc
新饮品套餐6,DR06002,盐,1.0,pc
新饮品套餐6,FR01004,翅根,2.0,pc
新饮品菜单2,PA99015,500PP杯（U型）,1.0,pc
新饮品菜单2,BE02003,酸芒果味粉,12.0,pc
新饮品菜单2,PA99024,PLA尖头吸管,1.0,pc
新饮品菜单2,PA99027,哑光塑料封口膜,1.0,pc
新饮品菜单2,PA99017,五合一汉堡纸,1.0,pc
新饮品菜单2,DR02001,起酥油,10.0,pc
新饮品菜单2,SE01001,腌泡粉,10.0,pc
新饮品菜单2,DR02002,炸鸡炸粉,10.0,pc
新饮品菜单2,SA01008,辣椒酱（大包）,10.0,pc
新饮品菜单2,SA01009,番茄酱（大包）,10.0,pc
新饮品菜单2,FR01002,手枪腿,1.0,pc
无糖可乐（TH),PA99001,16A 冷杯,1.0,pc
无糖可乐（TH),BE01004,百事可乐原味,25.0,pc
无糖可乐（TH),PA99024,PLA尖头吸管,1.0,pc
无糖可乐（TH),PA99027,哑光塑料封口膜,1.0,pc
汉堡,SA02001,沙拉酱,15.0,g
汉堡,DR01001,汉堡面包,1.0,pc
汉堡,PA99017,五合一汉堡纸,1.0,pc
汉堡,DR02001,起酥油,10.0,g
汉堡,FR01001,无骨方腿腿肉汉堡用,1.0,pc
汉堡,MK01019,生菜,15.0,g
汉堡,PA99016,托盘纸,1.0,pc
汉堡,PA99023,手套,1.0,pc
汉堡,SA01008,甜辣酱（大包）,10.0,g
汉堡,SA01009,番茄酱（大包）,10.0,g
炸鸡饭（TH),PA99001,16A 冷杯,1.0,pc
炸鸡饭（TH),BE01004,百事可乐原味,25.0,pc
炸鸡饭（TH),PA99024,PLA尖头吸管,1.0,pc
炸鸡饭（TH),PA99006,中薯盒,1.0,pc
炸鸡饭（TH),FR02001,薯条细款7mm,150.0,pc
炸鸡饭（TH),DR02001,起酥油,10.0,pc
炸鸡饭（TH),SA01008,辣椒酱（大包）,10.0,pc
炸鸡饭（TH),SA01009,番茄酱（大包）,10.0,pc
炸鸡饭（TH),DR06002,盐,1.0,pc
炸鸡饭（TH),CK02004,肉丁（原味米花）,12.0,pc
炸鸡饭（TH),MK01020,黄瓜片,20.0,pc
炸鸡饭（TH),PA01006,酱料盒（堂食）,1.0,pc
炸鸡饭（TH),PA02001,塑料叉勺 100pcs*20pack,1.0,pc
炸鸡饭（TH),SA01001,甜辣酱（大包）,10.0,pc
炸鸡饭（TH),DR01002,香米,150.0,pc
炸鸡饭（TH),MK01016,香辣蘸料,40.0,pc
炸鸡饭（TH),PA01002,塑料碗盒（方盒）,1.0,pc
炸鸡饭（TH),PA99027,哑光塑料封口膜,1.0,pc
炸鸡饭（TH),PA99016,托盘纸,1.0,pc
炸鸡饭（TH),SA01002,番茄酱（大包）,10.0,pc
特价脆皮全鸡,PA99017,五合一汉堡纸,1.0,pc
特价脆皮全鸡,DR02001,起酥油,10.0,pc
特价脆皮全鸡,SE01001,腌泡粉,10.0,pc
特价脆皮全鸡,PA99023,手套,1.0,pc
特价脆皮全鸡,PA99018,打包袋 (小号),1.0,pc
特价脆皮全鸡,DR02002,炸鸡炸粉,10.0,pc
特价脆皮全鸡,SA01013,番茄酱（小包）,1.0,pc
特价脆皮全鸡,SA01010,辣椒酱（小包）,1.0,pc
特价脆皮全鸡,CK01001,整鸡,1.0,pc
特价脆皮全鸡,PA99016,托盘纸,1.0,pc
特价鸡米花,CK02004,肉丁（原味米花）,12.0,pc
特价鸡米花,PA99003,鸡米花盒,1.0,pc
特价鸡米花,DR02001,起酥油,10.0,pc
特价鸡米花,PA99016,托盘纸,1.0,pc
特价鸡米花,PA99023,手套,1.0,pc
特价鸡米花,SA01008,甜辣酱（大包）,10.0,pc
特价鸡米花,SA01009,番茄酱（大包）,10.0,pc
瓶装水,BE01006,纯净水,1.0,pc
翅根桶,DR02001,起酥油,10.0,g
翅根桶,PA99004,65oz 桶(含盖),1.0,pc
翅根桶,FR01004,翅根,8.0,pc
翅根桶,DR02002,炸鸡炸粉,10.0,g
肉棒,DR02001,起酥油,10.0,g
肉棒,CK02003,鸡棒,5.0,pc
肉棒,PA99013,小纸袋,1.0,pc
芝士球,FR01016,Chicken Cheese–Su Ball,5.0,pc
芝士球,DR02001,起酥油,10.0,g
芝士球,PA99003,鸡米花盒,1.0,pc
蒜香柠檬炸鸡桶,SE05002,辣味粉,10.0,g
蒜香柠檬炸鸡桶,DR02001,起酥油,10.0,g
蒜香柠檬炸鸡桶,PA99023,手套,1.0,pc
蒜香柠檬炸鸡桶,PA99004,65oz 桶(含盖),1.0,pc
蒜香柠檬炸鸡桶,FR01004,翅根,8.0,pc
蒜香柠檬炸鸡桶,DR02002,炸鸡炸粉,10.0,g
蒜香柠檬炸鸡桶,PA99016,托盘纸,1.0,pc
蒜香柠檬炸鸡桶,DE01010,柠檬大蒜粉,10,g
越南九块鸡（辣）,PA99008,4#全鸡袋,1.0,pc
越南九块鸡（辣）,PA99025,一次性餐包,1.0,pc
越南九块鸡（辣）,CK01002,鸡块,9.0,pc
越南九块鸡（辣）,PA99014,大薯袋,1.0,pc
越南九块鸡（辣）,SA01003,甜辣酱（小包）,1.0,pc
越南九块鸡（辣）,DR02001,起酥油,10.0,g
越南九块鸡（辣）,PA99012,小号方底袋,1.0,pc
越南九块鸡（辣）,PA99018,打包袋 (小号),1.0,pc
越南九块鸡（辣）,SA01004,番茄酱 （小包）,1.0,pc
越南九块鸡（辣）,PA99023,手套,1.0,pc
越南九块鸡（辣）,SE05002,辣味粉,5.0,g
辣番茄炸鸡桶,SE05002,辣味粉,10.0,g
辣番茄炸鸡桶,DR02001,起酥油,10.0,g
辣番茄炸鸡桶,PA99023,手套,1.0,pc
辣番茄炸鸡桶,PA99004,65oz 桶(含盖),1.0,pc
辣番茄炸鸡桶,FR01004,翅根,8.0,pc
辣番茄炸鸡桶,DR02002,炸鸡炸粉,10.0,g
辣番茄炸鸡桶,PA99016,托盘纸,1.0,pc
辣番茄炸鸡桶,SE05004,辣番茄调味料,10,g
香辣鸡翅,PA99008,4#全鸡袋,1.0,pc
香辣鸡翅,PA99025,一次性餐包,1.0,pc
香辣鸡翅,SE05002,辣味粉,10.0,g
香辣鸡翅,DR02001,起酥油,10.0,g
香辣鸡翅,FR01004,翅根,2.0,pc
香辣鸡翅,PA99018,打包袋 (小号),1.0,pc
香辣鸡翅,DR02002,炸鸡炸粉,10.0,g
香辣鸡翅,SE05002,辣味粉,5.0,g
香酥鸡腿,PA99008,4#全鸡袋,1.0,pc
香酥鸡腿,SE05002,辣味粉,10.0,g
香酥鸡腿,FR01003,鸡腿,1.0,pc
香酥鸡腿,SA01003,甜辣酱（小包）,1.0,pc
香酥鸡腿,DR02001,起酥油,10.0,g
香酥鸡腿,PA99020,单杯袋,1.0,pc
香酥鸡腿,PA99023,手套,1.0,pc
香酥鸡腿,PA99018,打包袋 (小号),1.0,pc
香酥鸡腿,SA01004,番茄酱 （小包）,1.0,pc
香酥鸡腿,DR02002,炸鸡炸粉,10.0,g
香酥鸡腿,PA99013,小纸袋,1.0,pc
鸡排,PA99017,五合一汉堡纸,1.0,pc
鸡排,DR02001,起酥油,10.0,g
鸡排,SE01001,腌泡粉,10.0,g
鸡排,DR02002,炸鸡炸粉,10.0,g
鸡排,SA01008,甜辣酱（大包）,10.0,g
鸡排,SA01009,番茄酱（大包）,10.0,g
鸡排,FR01007,鸡柳,1.0,pc
鸡排,PA99016,托盘纸,1.0,pc
鸡排,PA99013,小纸袋,1.0,pc
鸡排,PA99023,手套,1.0,pc
鸡排,SE05002,辣味粉,10.0,g
鸡柳,PA99017,五合一汉堡纸,1.0,pc
鸡柳,DR02001,起酥油,10.0,g
鸡柳,SE01001,腌泡粉,10.0,g
鸡柳,DR02002,炸鸡炸粉,10.0,g
鸡柳,SA01008,甜辣酱（大包）,10.0,g
鸡柳,SA01009,番茄酱（大包）,10.0,g
鸡柳,FR01007,鸡柳,1.0,pc
鸡柳,PA99016,托盘纸,1.0,pc
鸡柳,PA99013,小纸袋,1.0,pc
鸡柳,PA99023,手套,1.0,pc
鸡柳,SE05002,辣味粉,10.0,g
鸡翅根,PA99017,五合一汉堡纸,1.0,pc
鸡翅根,DR02001,起酥油,10.0,g
鸡翅根,SE01001,腌泡粉,10.0,g
鸡翅根,DR02002,炸鸡炸粉,10.0,g
鸡翅根,SA01008,甜辣酱（大包）,10.0,g
鸡翅根,SA01009,番茄酱（大包）,10.0,g
鸡翅根,FR01004,翅根,1.0,pc
鸡翅根,PA99016,托盘纸,1.0,pc
鸡翅根,PA99013,小纸袋,1.0,pc
鸡翅根,PA99023,手套,1.0,pc
鸡翅根,SE05002,辣味粉,10.0,g
鸡翅桶,DR02001,起酥油,10,g
鸡翅桶,PA99004,65oz 桶(含盖),1,pc
鸡翅桶,FR01004,翅根,8,pc
鸡翅桶,DR02002,炸鸡炸粉,10,g
鸡翅桶,PA99016,托盘纸,1,pc
鸡翅桶,PA99023,手套,1,pc
鸡翅桶,SA01008,甜辣酱（大包）,10,g
鸡翅桶,SA01009,番茄酱（大包）,10,g
